Year,Customer Code,No. of BKG,Week,Office,Transport mode,No. of Voy
2023,RSGC,12,11,SGN,Sea,4
2023,CKJEEU,2,11,SGN,Sea,1
2023,CKMSEU,9,11,SGN,Sea,3
2023,CKSWEU,2,11,SGN,Sea,2
2023,CKWOEU,1,11,SGN,Sea,1
2023,TOMFTW,13,11,SGN,Sea,4
2023,TOMJEU,3,11,SGN,Sea,1
2023,TOMRTL,1,11,SGN,Sea,1
2023,TOMSEU,2,11,SGN,Sea,1
2023,ARMOUR,91,11,SGN,Sea,19
2023,UAAIR,4,11,SGN,Air,4
2023,UADSHP,7,11,SGN,Sea,1
2023,UAWEN,41,11,SGN,Sea,7
2023,URBAN,54,11,SGN,Sea,5
2023,IMAGE,1,11,SGN,Sea,1
2023,OUTDOR,1,11,SGN,Air,1
2023,OUTDOR,144,11,SGN,Sea,34
2023,PVHJA,1,11,SGN,Sea,1
2023,THAS,2,11,SGN,Sea,1
2023,WARAS,7,11,SGN,Sea,2
2023,XATPE,4,11,SGN,Sea,4
2023,XCALM,1,11,SGN,Sea,1
2023,XHBIL,1,11,SGN,Sea,1
2023,XWASO,1,11,SGN,Sea,1
2023,AEBPRO,3,12,SGN,Sea,2
2023,AEBV,1,12,SGN,Air,1
2023,AEBV,56,12,SGN,Sea,11
2023,AEOMIX,10,12,SGN,Sea,2
2023,ATS,28,12,SGN,Sea,2
2023,ATC,11,12,SGN,Sea,6
2023,BOSE,3,12,SGN,Sea,1
2023,BPSH,2,12,SGN,Sea,1
2023,BPSHCA,2,12,SGN,Sea,2
2023,BPSL,2,12,SGN,Sea,1
2023,CONVRS,2,12,SGN,Air,2
2023,DEICH,3,12,SGN,Sea,2
2023,MYSHOE,7,12,SGN,Sea,1
2023,VANHA,2,12,SGN,Sea,1
2023,DICKS,5,12,SGN,Sea,3
2023,BELL,2,12,SGN,Sea,2
2023,EDDIEB,3,12,SGN,Sea,1
2023,ELDOR,5,12,SGN,Sea,1
2023,ELLUS,1,12,SGN,Sea,1
2023,GAP,577,12,SGN,Sea,10
2023,HBIRAW,2,12,SGN,Air,1
2023,HBIRAW,1,12,SGN,Sea,1
2023,JCREW,8,12,SGN,Air,3
2023,MKI,1,12,SGN,Sea,1
2023,TKMAXX,41,12,SGN,Sea,6
2023,NBAL,4,12,SGN,Air,2
2023,NBAL,298,12,SGN,Sea,9
2023,NBC,8,12,SGN,Sea,1
2023,NBSG,8,12,SGN,Sea,1
2023,EMCI,1,12,SGN,Sea,1
2023,NHAC,1,12,SGN,Sea,1
2023,SWOOSH,19,12,SGN,Air,19
2023,SWOOSH,3991,12,SGN,Sea,243
2023,EUROM,5,12,SGN,Sea,1
2023,RH,106,12,SGN,Sea,15
2023,RSGC,6,12,SGN,Sea,2
2023,SPENCR,5,12,SGN,Sea,2
2023,CKJEEU,2,12,SGN,Sea,2
2023,CKRTEU,1,12,SGN,Sea,1
2023,CKSWEU,2,12,SGN,Sea,1
2023,TOMFTW,18,12,SGN,Sea,3
2023,TOMRTL,5,12,SGN,Sea,1
2023,ARMOUR,141,12,SGN,Sea,21
2023,UAAIR,18,12,SGN,Air,18
2023,UADSHP,2,12,SGN,Sea,2
2023,UAWEN,20,12,SGN,Sea,4
2023,URBAN,100,12,SGN,Sea,8
2023,OUTDOR,84,12,SGN,Sea,25
2023,DORM,1,12,SGN,Sea,1
2023,PVHJA,6,12,SGN,Sea,3
2023,THAS,6,12,SGN,Sea,3
2023,WARAS,9,12,SGN,Sea,5
2023,XCALM,1,12,SGN,Sea,1
2023,XKEENI,1,12,SGN,Sea,1
2023,AAFZE,11,13,SGN,Sea,1
2023,AEBV,63,13,SGN,Sea,12
2023,AEO,3,13,SGN,Air,1
2023,AEOMIX,11,13,SGN,Sea,2
2023,ANNINC,11,13,SGN,Sea,1
2023,ATS,2,13,SGN,Sea,1
2023,ATC,5,13,SGN,Air,3
2023,ATC,40,13,SGN,Sea,11
2023,BOSE,1,13,SGN,Sea,1
2023,BHBEJ,1,13,SGN,Sea,1
2023,BPSH,3,13,SGN,Sea,1
2023,BPSHCA,11,13,SGN,Sea,3
2023,COLE,2,13,SGN,Air,1
2023,COLE,7,13,SGN,Sea,1
2023,CONVRS,17,13,SGN,Sea,5
2023,DICKS,16,13,SGN,Sea,4
2023,EDDIEB,6,13,SGN,Sea,3
2023,GAP,338,13,SGN,Sea,9
2023,HAGGAR,3,13,SGN,Sea,2
2023,HBIRAW,1,13,SGN,Air,1
2023,HBIRAW,1,13,SGN,Sea,1
2023,HORBUB,1,13,SGN,Sea,1
2023,JCREW,16,13,SGN,Air,2
2023,JCREW,19,13,SGN,Sea,1
2023,LIIRE,1,13,SGN,Air,1
2023,TKMAXX,35,13,SGN,Sea,4
2023,NBAL,11,13,SGN,Air,3
2023,NBAL,253,13,SGN,Sea,9
2023,NBC,21,13,SGN,Sea,3
2023,NBMY,11,13,SGN,Sea,1
2023,EWCEU,1,13,SGN,Sea,1
2023,EMCI,1,13,SGN,Sea,1
2023,NHAC,1,13,SGN,Sea,1
2023,SWOOSH,30,13,SGN,Air,28
2023,SWOOSH,3394,13,SGN,Sea,257
2023,EUROM,5,13,SGN,Sea,2
2023,OBIPOL,1,13,SGN,Sea,1
2023,PACSUN,1,13,SGN,Air,1
2023,PACSUN,3,13,SGN,Sea,2
2023,RH,171,13,SGN,Sea,24
2023,RSGC,12,13,SGN,Sea,5
2023,SPENCR,2,13,SGN,Sea,1
2023,CKACEU,3,13,SGN,Sea,1
2023,CKJEEU,3,13,SGN,Sea,3
2023,CKMSEU,1,13,SGN,Sea,1
2023,CKWOEU,1,13,SGN,Sea,1
2023,TOMFTW,7,13,SGN,Sea,3
2023,TOMHAN,3,13,SGN,Sea,1
2023,TOMJEU,1,13,SGN,Sea,1
2023,TOMRTL,1,13,SGN,Sea,1
2023,TOMSEU,1,13,SGN,Sea,1
2023,ARMOUR,127,13,SGN,Sea,19
2023,UAAIR,10,13,SGN,Air,10
2023,UADSHP,2,13,SGN,Sea,1
2023,UAWEN,29,13,SGN,Sea,4
2023,URBAN,98,13,SGN,Sea,7
2023,IMAGE,2,13,SGN,Sea,1
2023,OUTDOR,1,13,SGN,Air,1
2023,OUTDOR,60,13,SGN,Sea,22
2023,PVHJA,3,13,SGN,Sea,3
2023,THAS,5,13,SGN,Sea,3
2023,WARAS,20,13,SGN,Sea,6
2023,XWASO,5,13,SGN,Sea,3
2023,AAFZE,2,14,SGN,Sea,2
2023,AEBPRO,1,14,SGN,Sea,1
2023,AEBV,55,14,SGN,Sea,11
2023,AEOMEX,2,14,SGN,Sea,1
2023,AEOMIX,5,14,SGN,Sea,1
2023,ANNINC,33,14,SGN,Sea,2
2023,ATC,7,14,SGN,Sea,3
2023,BOSE,1,14,SGN,Sea,1
2023,BHBEJ,7,14,SGN,Sea,1
2023,BPSH,1,14,SGN,Sea,1
2023,BPSHCA,2,14,SGN,Sea,1
2023,BPSL,1,14,SGN,Sea,1
2023,COLE,6,14,SGN,Sea,1
2023,CONVRS,1,14,SGN,Air,1
2023,CONVRS,21,14,SGN,Sea,6
2023,DEICH,7,14,SGN,Sea,1
2023,ENSHOE,7,14,SGN,Sea,1
2023,MYSHOE,10,14,SGN,Sea,1
2023,SPST,2,14,SGN,Sea,1
2023,DICKS,9,14,SGN,Sea,2
2023,EDDIEB,7,14,SGN,Sea,3
2023,GAP,419,14,SGN,Sea,8
2023,HAGGAR,6,14,SGN,Sea,2
2023,ITGM,1,14,SGN,Sea,1
2023,JCREW,2,14,SGN,Air,1
2023,LIICO,1,14,SGN,Sea,1
2023,LIIRE,3,14,SGN,Sea,2
2023,TKMAXX,26,14,SGN,Sea,4
2023,NBAL,37,14,SGN,Air,7
2023,NBAL,250,14,SGN,Sea,11
2023,NBC,38,14,SGN,Sea,2
2023,NBSG,1,14,SGN,Sea,1
2023,CPEUR,1,14,SGN,Sea,1
2023,SWOOSH,32,14,SGN,Air,32
2023,SWOOSH,4238,14,SGN,Sea,325
2023,EMLUX,11,14,SGN,Sea,1
2023,EUROM,3,14,SGN,Sea,1
2023,OBIPOL,10,14,SGN,Sea,2
2023,OFWO,4,14,SGN,Sea,4
2023,PACSUN,4,14,SGN,Air,4
2023,PACSUN,1,14,SGN,Sea,1
2023,RH,139,14,SGN,Sea,27
2023,RSGC,3,14,SGN,Sea,3
2023,SPENCR,9,14,SGN,Sea,5
2023,CKACEU,1,14,SGN,Sea,1
2023,CKJEEU,4,14,SGN,Sea,2
2023,CKRTEU,2,14,SGN,Sea,1
2023,CKSWEU,1,14,SGN,Sea,1
2023,TOMCEU,1,14,SGN,Sea,1
2023,TOMFTW,12,14,SGN,Sea,3
2023,TOMJEU,1,14,SGN,Sea,1
2023,TOMRTL,5,14,SGN,Sea,2
2023,ARMOUR,161,14,SGN,Sea,19
2023,UAAIR,5,14,SGN,Air,5
2023,UADSHP,2,14,SGN,Sea,2
2023,UAWEN,8,14,SGN,Sea,1
2023,URBAN,42,14,SGN,Sea,4
2023,IMAGE,2,14,SGN,Sea,1
2023,OUTDOR,7,14,SGN,Air,4
2023,OUTDOR,283,14,SGN,Sea,38
2023,THAS,1,14,SGN,Sea,1
2023,WARAS,3,14,SGN,Sea,3
2023,XREDC,1,14,SGN,Sea,1
2023,AAFZE,4,15,SGN,Sea,1
2023,AEBV,49,15,SGN,Sea,11
2023,AEO,2,15,SGN,Air,1
2023,AEOMEX,8,15,SGN,Sea,2
2023,AEOMIX,13,15,SGN,Sea,1
2023,GORE,10,15,SGN,Sea,1
2023,ANNINC,136,15,SGN,Sea,3
2023,ATC,3,15,SGN,Air,2
2023,ATC,28,15,SGN,Sea,5
2023,BOSE,3,15,SGN,Sea,1
2023,BPSH,1,15,SGN,Sea,1
2023,BPSHCA,5,15,SGN,Sea,2
2023,BPSL,2,15,SGN,Sea,1
2023,COLE,3,15,SGN,Sea,1
2023,CONVRS,34,15,SGN,Sea,7
2023,DEICH,9,15,SGN,Sea,1
2023,MYSHOE,3,15,SGN,Sea,1
2023,SPST,2,15,SGN,Sea,2
2023,DICKS,13,15,SGN,Sea,3
2023,EDDIEB,3,15,SGN,Sea,1
2023,ELDOR,2,15,SGN,Sea,1
2023,GAP,6,15,SGN,Air,6
2023,GAP,339,15,SGN,Sea,7
2023,HAGGAR,5,15,SGN,Sea,3
2023,HBIRAW,3,15,SGN,Sea,2
2023,JCREW,11,15,SGN,Air,3
2023,JCREW,8,15,SGN,Sea,1
2023,TKMAXX,104,15,SGN,Sea,4
2023,NBAL,12,15,SGN,Air,6
2023,NBAL,249,15,SGN,Sea,14
2023,NBC,49,15,SGN,Sea,2
2023,NBMY,2,15,SGN,Sea,1
2023,NBSG,3,15,SGN,Sea,1
2023,NGBR,1,15,SGN,Sea,1
2023,SWOOSH,62,15,SGN,Air,62
2023,SWOOSH,4718,15,SGN,Sea,365
2023,EUROM,2,15,SGN,Sea,1
2023,OBIPOL,1,15,SGN,Sea,1
2023,PACSUN,1,15,SGN,Air,1
2023,PACSUN,9,15,SGN,Sea,5
2023,RH,120,15,SGN,Sea,26
2023,RSGC,16,15,SGN,Sea,5
2023,CKACEU,1,15,SGN,Sea,1
2023,CKJEEU,2,15,SGN,Sea,1
2023,CKKDEU,2,15,SGN,Sea,2
2023,CKMSEU,2,15,SGN,Sea,2
2023,TOMCEU,2,15,SGN,Sea,1
2023,TOMFTW,3,15,SGN,Sea,2
2023,TOMJEU,5,15,SGN,Sea,1
2023,TOMRTL,4,15,SGN,Sea,2
2023,TOMSEU,2,15,SGN,Sea,1
2023,TOMWEU,3,15,SGN,Sea,1
2023,ARMOUR,216,15,SGN,Sea,16
2023,UAAIR,38,15,SGN,Air,38
2023,UADSHP,5,15,SGN,Sea,1
2023,UAWEN,21,15,SGN,Sea,4
2023,URBAN,36,15,SGN,Sea,5
2023,IMAGE,1,15,SGN,Sea,1
2023,OUTDOR,5,15,SGN,Air,3
2023,OUTDOR,212,15,SGN,Sea,38
2023,THAS,1,15,SGN,Sea,1
2023,WARAS,1,15,SGN,Sea,1
2023,XATPE,2,15,SGN,Sea,1
2023,XCALM,2,15,SGN,Sea,1
2023,XWASO,1,15,SGN,Sea,1
2023,AAFZE,4,16,SGN,Sea,1
2023,AEBV,54,16,SGN,Sea,9
2023,AEOHK,30,16,SGN,Sea,1
2023,AEOJP,26,16,SGN,Sea,1
2023,AEOMEX,49,16,SGN,Sea,2
2023,AEOMIX,186,16,SGN,Sea,6
2023,ANNINC,41,16,SGN,Sea,2
2023,ATC,4,16,SGN,Air,3
2023,ATC,19,16,SGN,Sea,5
2023,BOSE,2,16,SGN,Sea,1
2023,BPSH,2,16,SGN,Sea,2
2023,BPSHCA,8,16,SGN,Sea,3
2023,CONVRS,2,16,SGN,Air,2
2023,CONVRS,5,16,SGN,Sea,3
2023,DEICH,8,16,SGN,Sea,3
2023,ENSHOE,2,16,SGN,Sea,1
2023,MYSHOE,2,16,SGN,Sea,2
2023,DICKS,4,16,SGN,Sea,1
2023,EDDIEB,1,16,SGN,Sea,1
2023,ELDOR,8,16,SGN,Sea,1
2023,GAP,3,16,SGN,Air,3
2023,GAP,329,16,SGN,Sea,7
2023,HAGGAR,10,16,SGN,Sea,1
2023,HBIRAW,5,16,SGN,Sea,1
2023,ITGM,1,16,SGN,Sea,1
2023,JCREW,8,16,SGN,Air,3
2023,JCREW,6,16,SGN,Sea,1
2023,TKMAXX,54,16,SGN,Sea,7
2023,NBAL,5,16,SGN,Air,3
2023,NBAL,277,16,SGN,Sea,11
2023,NBC,6,16,SGN,Sea,1
2023,NBSG,15,16,SGN,Sea,2
2023,SWOOSH,10,16,SGN,Air,10
2023,SWOOSH,5490,16,SGN,Sea,367
2023,PACSUN,2,16,SGN,Air,2
2023,PACSUN,2,16,SGN,Sea,1
2023,RH,157,16,SGN,Sea,33
2023,RSGC,5,16,SGN,Sea,2
2023,SPENCR,6,16,SGN,Sea,2
2023,CKJEEU,10,16,SGN,Sea,2
2023,CKMSEU,7,16,SGN,Sea,6
2023,CKSWEU,4,16,SGN,Sea,2
2023,CKWOEU,1,16,SGN,Sea,1
2023,TOMBOD,2,16,SGN,Sea,1
2023,TOMCEU,1,16,SGN,Sea,1
2023,TOMFTW,4,16,SGN,Sea,2
2023,TOMJEU,5,16,SGN,Sea,2
2023,TOMRTL,5,16,SGN,Sea,2
2023,ARMOUR,114,16,SGN,Sea,18
2023,UAAIR,27,16,SGN,Air,27
2023,UADSHP,3,16,SGN,Sea,2
2023,UAWEN,24,16,SGN,Sea,3
2023,URBAN,41,16,SGN,Sea,4
2023,IMAGE,2,16,SGN,Sea,2
2023,OUTDOR,4,16,SGN,Air,3
2023,OUTDOR,166,16,SGN,Sea,31
2023,PVHJA,3,16,SGN,Sea,2
2023,THAS,4,16,SGN,Sea,3
2023,WARAS,1,16,SGN,Sea,1
2023,XCALM,1,16,SGN,Sea,1
2023,XHBIL,1,16,SGN,Sea,1
2023,XKEENI,1,16,SGN,Sea,1
2023,XREDC,1,16,SGN,Sea,1
2023,XWASO,4,16,SGN,Sea,1
2023,AAFZE,1,17,SGN,Sea,1
2023,AEBV,88,17,SGN,Sea,15
2023,AEO,2,17,SGN,Air,1
2023,AEOHK,26,17,SGN,Sea,1
2023,AEOMEX,17,17,SGN,Sea,1
2023,AEOMIX,151,17,SGN,Sea,6
2023,ANNINC,58,17,SGN,Sea,2
2023,ATS,6,17,SGN,Sea,1
2023,ATC,1,17,SGN,Air,1
2023,ATC,22,17,SGN,Sea,7
2023,BOSE,1,17,SGN,Sea,1
2023,BHBEJ,3,17,SGN,Sea,1
2023,BPSH,7,17,SGN,Sea,3
2023,BPSHCA,9,17,SGN,Sea,4
2023,BPSL,1,17,SGN,Sea,1
2023,COLE,16,17,SGN,Sea,2
2023,CONVRS,7,17,SGN,Sea,2
2023,DEICH,3,17,SGN,Sea,1
2023,MYSHOE,6,17,SGN,Sea,1
2023,VANHA,2,17,SGN,Sea,1
2023,DICKS,2,17,SGN,Sea,1
2023,EDDIEB,2,17,SGN,Sea,2
2023,ELDOR,7,17,SGN,Sea,1
2023,FOOTTE,13,17,SGN,Sea,2
2023,GAP,2,17,SGN,Air,2
2023,GAP,404,17,SGN,Sea,9
2023,HAGGAR,6,17,SGN,Sea,1
2023,HBIRAW,1,17,SGN,Air,1
2023,HBIRAW,2,17,SGN,Sea,2
2023,HOSLEY,1,17,SGN,Sea,1
2023,JCREW,5,17,SGN,Air,3
2023,JCREW,4,17,SGN,Sea,2
2023,LIIRE,1,17,SGN,Air,1
2023,TKMAXX,140,17,SGN,Sea,6
2023,NBAL,3,17,SGN,Air,3
2023,NBAL,180,17,SGN,Sea,8
2023,NBC,67,17,SGN,Sea,3
2023,NBMY,43,17,SGN,Sea,1
2023,EMCI,1,17,SGN,Sea,1
2023,SWOOSH,16,17,SGN,Air,13
2023,SWOOSH,5030,17,SGN,Sea,387
2023,EMLUX,1,17,SGN,Sea,1
2023,EUROM,6,17,SGN,Sea,3
2023,PACSUN,1,17,SGN,Air,1
2023,RH,137,17,SGN,Sea,35
2023,RSGC,5,17,SGN,Sea,3
2023,SPENCR,1,17,SGN,Sea,1
2023,CKACEU,3,17,SGN,Sea,3
2023,CKJEEU,10,17,SGN,Sea,1
2023,CKKDEU,5,17,SGN,Sea,2
2023,CKMSEU,7,17,SGN,Sea,3
2023,CKWOEU,3,17,SGN,Sea,1
2023,TOMFTW,6,17,SGN,Sea,2
2023,TOMHAN,8,17,SGN,Sea,3
2023,TOMJEU,7,17,SGN,Sea,3
2023,TOMRTL,8,17,SGN,Sea,3
2023,TOMSEU,2,17,SGN,Sea,1
2023,TOMWEU,1,17,SGN,Sea,1
2023,TRUINT,4,17,SGN,Sea,1
2023,ARMOUR,183,17,SGN,Sea,27
2023,UAAIR,20,17,SGN,Air,20
2023,UADSHP,20,17,SGN,Sea,2
2023,UAWEN,38,17,SGN,Sea,11
2023,URBAN,19,17,SGN,Sea,2
2023,OUTDOR,3,17,SGN,Air,3
2023,OUTDOR,263,17,SGN,Sea,36
2023,DORM,1,17,SGN,Sea,1
2023,PVHJA,2,17,SGN,Sea,1
2023,WARAS,6,17,SGN,Sea,2
2023,X47BL,2,17,SGN,Sea,1
2023,XWASO,2,17,SGN,Sea,2
2023,AAFZE,2,18,SGN,Sea,1
2023,AEBV,2,18,SGN,Air,2
2023,AEBV,20,18,SGN,Sea,4
2023,AEO,3,18,SGN,Air,2
2023,AEOMIX,33,18,SGN,Sea,5
2023,ATC,34,18,SGN,Sea,8
2023,BOSE,2,18,SGN,Sea,1
2023,COLE,2,18,SGN,Sea,1
2023,CONVRS,18,18,SGN,Sea,4
2023,ENSPOR,3,18,SGN,Sea,1
2023,SPST,2,18,SGN,Sea,1
2023,XSCIN,1,18,SGN,Sea,1
2023,DICKS,7,18,SGN,Sea,3
2023,EDDIEB,2,18,SGN,Sea,2
2023,ELLUS,2,18,SGN,Sea,1
2023,GAP,85,18,SGN,Sea,5
2023,HAGGAR,9,18,SGN,Sea,1
2023,HBIRAW,1,18,SGN,Sea,1
2023,HOSLEY,1,18,SGN,Sea,1
2023,JCREW,5,18,SGN,Air,2
2023,JCREW,21,18,SGN,Sea,1
2023,TKMAXX,22,18,SGN,Sea,3
2023,NBAL,3,18,SGN,Air,3
2023,NBAL,133,18,SGN,Sea,5
2023,NBC,58,18,SGN,Sea,4
2023,NBMY,15,18,SGN,Sea,1
2023,SWOOSH,4,18,SGN,Air,4
2023,SWOOSH,3158,18,SGN,Sea,291
2023,PACSUN,1,18,SGN,Air,1
2023,RACK,5,18,SGN,Sea,1
2023,RH,40,18,SGN,Sea,9
2023,RSGC,3,18,SGN,Sea,2
2023,CKRTEU,7,18,SGN,Sea,1
2023,TOMFTW,2,18,SGN,Sea,1
2023,ARMOUR,141,18,SGN,Sea,15
2023,UAAIR,11,18,SGN,Air,11
2023,UADSHP,20,18,SGN,Sea,2
2023,UAWEN,46,18,SGN,Sea,4
2023,URBAN,9,18,SGN,Sea,2
2023,OUTDOR,2,18,SGN,Air,1
2023,OUTDOR,111,18,SGN,Sea,20
2023,THAS,1,18,SGN,Sea,1
2023,X47BL,1,18,SGN,Sea,1
2023,XATPE,6,18,SGN,Sea,5
2023,AAFZE,11,19,SGN,Sea,2
2023,AEBV,2,19,SGN,Air,1
2023,AEBV,30,19,SGN,Sea,9
2023,AEOMIX,80,19,SGN,Sea,5
2023,GORE,48,19,SGN,Sea,1
2023,ANNINC,93,19,SGN,Sea,2
2023,ATS,25,19,SGN,Sea,2
2023,ATC,1,19,SGN,Air,1
2023,ATC,22,19,SGN,Sea,3
2023,BPSH,4,19,SGN,Sea,2
2023,BPSHCA,6,19,SGN,Sea,4
2023,COLE,18,19,SGN,Sea,4
2023,CONVRS,18,19,SGN,Sea,4
2023,DICKS,3,19,SGN,Air,3
2023,DICKS,4,19,SGN,Sea,3
2023,DSAQSP,2,19,SGN,Sea,1
2023,EDDIEB,4,19,SGN,Sea,1
2023,ELDOR,5,19,SGN,Sea,1
2023,GAP,5,19,SGN,Air,5
2023,GAP,292,19,SGN,Sea,8
2023,HAGGAR,2,19,SGN,Sea,1
2023,HBIRAW,5,19,SGN,Sea,1
2023,HUNK,1,19,SGN,Sea,1
2023,JCREW,10,19,SGN,Air,5
2023,JCREW,18,19,SGN,Sea,4
2023,TKMAXX,48,19,SGN,Sea,5
2023,NBAL,1,19,SGN,Air,1
2023,NBAL,245,19,SGN,Sea,9
2023,NBC,56,19,SGN,Sea,2
2023,NBMY,55,19,SGN,Sea,1
2023,NBSG,1,19,SGN,Sea,1
2023,NHAC,1,19,SGN,Sea,1
2023,SWOOSH,20,19,SGN,Air,20
2023,SWOOSH,2501,19,SGN,Sea,266
2023,OFWO,4,19,SGN,Sea,4
2023,PACSUN,2,19,SGN,Air,2
2023,PACSUN,23,19,SGN,Sea,6
2023,RH,136,19,SGN,Sea,28
2023,RSGC,5,19,SGN,Sea,2
2023,CKACEU,3,19,SGN,Sea,3
2023,CKJEEU,8,19,SGN,Sea,1
2023,CKKDEU,2,19,SGN,Sea,1
2023,CKPFEU,14,19,SGN,Sea,4
2023,CKWOEU,1,19,SGN,Sea,1
2023,TOMFTW,16,19,SGN,Sea,1
2023,TOMHAN,8,19,SGN,Sea,3
2023,TOMJEU,4,19,SGN,Sea,2
2023,TOMRTL,3,19,SGN,Sea,1
2023,TOTES,1,19,SGN,Sea,1
2023,ARMOUR,337,19,SGN,Sea,16
2023,UAAIR,22,19,SGN,Air,22
2023,UADSHP,16,19,SGN,Sea,1
2023,UAWEN,21,19,SGN,Sea,3
2023,URBAN,82,19,SGN,Sea,5
2023,OUTDOR,9,19,SGN,Air,5
